TXNid,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
TXNB0000124,124717,-0.481873962,0.546905542,2.293353971,-0.138155325,-0.200318675,-0.076306551,0.439295856,-0.074655165,0.525681224,-0.691493916,-1.083487686,-0.659776185,-1.003159042,-0.245850907,0.905958523,-0.402482431,-0.160732545,0.470277915,0.593166775,0.038930925,0.141875646,0.716799423,-0.516720615,-0.000817114,0.511292924,0.028917076,-0.073282339,-0.153616554,9.99
TXNB0000125,124717,-1.155061588,0.250650025,0.897420009,-1.387223278,-0.651958474,-0.489375492,-0.077522241,0.371728279,0.684463318,-1.140229119,-0.92799761,0.267521671,0.053172518,-0.097974386,0.199141104,0.127102678,-0.162745021,0.106269017,-0.065207544,-0.193834138,0.377850942,0.995294549,-0.111530634,1.253362538,-0.498455186,0.867353456,-0.287215886,0.143083559,59.9
TXNB0000126,124717,1.586371985,-0.280355612,-0.460418767,3.949257934,0.035412101,1.002586682,-0.274502252,0.335518814,-0.300743155,1.429944742,-0.214400983,-0.150892308,-1.753483508,0.204290241,-2.377793809,0.622584356,-0.502876604,0.177225209,-1.077379102,-0.118592268,0.200015344,0.418750818,0.014320533,0.674662175,-0.02805704,0.075375286,-0.043899764,-0.030471922,135.11
TXNB0000127,124718,2.012164609,-0.840268002,-2.650859294,-1.497081348,2.073177888,3.341932823,-0.669146079,0.792456621,1.107467195,-0.303008246,-0.213094413,0.52350704,-0.276861818,0.206760998,0.053646781,-0.672998625,-0.029130218,-0.74471924,0.39447953,-0.067316418,0.063472772,0.319056543,0.084876001,0.810016054,0.050801026,1.01906433,-0.074370159,-0.076305808,35
TXNB0000128,124718,2.127091675,-0.104795022,-1.510509146,0.165097599,0.376727197,-0.534866487,0.131107356,-0.228089824,0.648923693,0.07353384,-1.670067727,-0.017620049,-0.001112649,0.266925369,0.190913924,0.153442384,-0.598816348,-0.586486724,0.47101564,-0.212405788,-0.355131875,-0.888580173,0.220287661,-1.069905224,-0.181818794,0.266894532,-0.070533274,-0.071655012,1.79
TXNB0000129,124718,2.069169297,-0.340348968,-1.391478057,-0.789019601,-0.035126251,-0.8245567,-0.037331088,-0.116012374,0.642892115,-0.030245671,1.041626267,0.692090955,-0.81362087,0.721143669,0.005601357,0.101527502,-0.481865519,-0.255909661,0.748825364,-0.19860274,-0.250381487,-0.737901873,0.397265162,0.764022425,-0.437989896,0.487515964,-0.116187663,-0.071053123,4
TXNB0000130,124718,1.9965577,0.19622763,-1.701397548,1.197540997,0.693644212,-0.619672281,0.585602279,-0.288768813,-0.130828323,0.40599948,0.539286295,1.237324912,0.336069767,0.587779985,-1.262878773,-0.475664179,-0.532328481,-0.133401165,0.183337855,-0.22655188,0.091247627,0.473971559,-0.068219672,-0.372508087,0.490517748,-0.489363528,-0.016068701,-0.073034977,15.22
TXNB0000131,124718,1.801669006,-1.439833024,-1.632810337,-0.900553902,-0.648271094,-0.789300948,-0.20005127,-0.289979001,-0.72259816,0.954059659,0.691931952,-0.149883377,0.049130781,0.256406306,-0.265724116,1.263677921,-0.244669146,-0.57346379,0.770520549,0.405406718,0.598092116,1.232982032,-0.256290119,-0.33828197,0.128472353,0.058375382,-0.080678694,-0.042494553,223.3
TXNB0000132,124718,2.090780793,-0.425085917,-1.445878882,-0.72213591,0.189211857,-0.17998911,-0.164176423,-0.101099996,0.879750946,-0.169592389,0.465280875,1.520148502,0.856215098,-0.03513681,-1.099682509,-0.296142532,-0.436577867,-0.070962353,0.993673841,-0.097205845,0.072553667,0.515494967,0.031928844,0.412090995,0.107283027,0.972744428,-0.09022404,-0.081239058,1
TXNB0000133,124718,0.121629946,1.060777839,-0.508767129,-0.762503487,1.290179965,-0.19335428,0.934254034,0.013325518,-0.475295455,-0.71003459,0.950321703,1.143606114,1.244985413,-1.088200355,-1.004573427,0.515601212,-0.031922818,0.153337557,0.116809572,0.115446267,-0.293608878,-0.661815849,0.0288416,0.151844225,-0.375259994,0.118076054,0.229650124,0.072650501,2.69
TXNB0000134,124719,-1.184598367,0.341186007,-0.141728877,0.358027779,1.224836578,-1.702291025,0.479454839,-0.323688522,0.1140925,-0.376373822,-0.565426197,-0.847067706,-0.976252797,-0.649603059,1.346935264,-0.198145262,0.771480383,0.853320903,0.637779453,-0.297750185,0.140462559,0.845616649,-0.6354429,0.016541209,-0.112636097,0.036235976,0.395265729,0.173065858,58
TXNB0000135,124719,-0.968072111,0.985591701,0.16044742,-2.60842149,0.46956675,-0.893893605,0.750263244,0.459439936,-0.227960217,-1.259478709,0.560575841,0.438927329,-1.076392484,0.853133077,-1.09478528,0.631651568,-0.813648009,-0.193400167,-0.533192209,-0.229081545,-0.199910927,-0.766392131,-0.035692905,0.746129312,-0.114573008,0.320577067,0.087720878,0.096742243,1
TXNB0000136,124720,2.123471785,-0.392261949,-1.295946836,-0.690973796,-0.090848152,-0.70029963,-0.181389781,-0.190774969,1.127969589,-0.249703078,-1.026926714,0.237930584,0.010465833,0.129321588,0.513280357,-0.036296514,-0.372375524,-0.38563856,0.465146832,-0.160551192,-0.067354123,-0.038258271,0.21310235,0.536705822,-0.183064309,0.788613207,-0.090532489,-0.063399935,1
TXNB0000137,124721,2.105874691,-1.679583527,-0.925286234,-1.605287212,-1.295343432,-0.33793164,-1.125082819,-0.121387342,-1.399381518,1.677419923,0.335749574,0.011542175,0.903751458,-0.399909128,-0.832106527,-0.178551907,0.025557458,0.560263179,0.249986863,-0.207776752,-0.079689307,0.094845899,0.100800269,-0.495607621,-0.236398015,-0.178772021,0.003278147,-0.045183855,103.02
TXNB0000138,124721,-0.442244587,0.753679749,0.829115394,-0.670564688,1.15067163,-0.331897617,1.058091898,-0.273447489,-0.260772871,-1.197738578,-0.616431403,0.048896568,1.039281462,-1.692188114,0.078210737,0.469798705,0.188753175,0.186777241,-0.226322366,0.231471274,-0.175627433,-0.373529158,-0.33919995,0.425638814,0.739760609,0.477853024,-0.279961392,-0.258917549,33
TXNB0000139,124721,2.024243951,-1.268371283,-0.50758938,-0.942280157,-1.231130837,-0.34412322,-1.157677761,0.047475625,-0.020899635,0.930859748,0.567560666,-0.277451451,-0.3279689,-0.162575808,-0.028437207,1.702016125,-0.350737025,-0.270066334,0.671777737,0.080788593,0.457567026,1.175252802,0.038350944,-0.31148106,-0.232509059,-0.070096582,-0.003255977,-0.048817089,71.43
TXNB0000140,124722,-0.928876341,0.326915586,-1.331394442,-3.254377767,2.736103504,3.109749185,-0.048090255,1.370351745,0.35651255,-1.426455071,-0.730045874,0.322346191,-0.522590672,0.3519183,-1.115963717,-0.142206932,-0.393845673,-0.681036646,-0.929466464,-0.135666675,0.150886245,0.42343982,-0.206416976,0.791216513,-0.039749795,0.776916551,0.194926735,0.105357931,1
TXNB0000141,124722,2.071803869,0.263089791,-1.746418799,0.493389467,0.285339848,-1.427428419,0.311942123,-0.422479925,0.505448967,-0.489324668,-0.373110206,0.352322941,0.656190062,-0.864140272,0.838707488,0.215496083,0.306672085,0.469536252,-0.380631817,-0.164954035,0.192024479,0.767250112,-0.044604959,-0.156823465,0.295122,-0.096233114,0.001953247,-0.031578918,1.56
TXNB0000142,124722,0.213477327,0.539372539,0.881401752,0.290973689,1.03087856,0.774909829,1.030474075,-0.340285666,0.748300961,-0.190395061,-1.720620669,0.563571024,0.901953393,-1.127172351,-1.566031661,-0.430487565,-0.677127367,-0.779891243,0.19348501,-0.022466928,-0.581351703,-1.110782577,0.071777777,-0.037448593,-0.463048684,-1.238475396,-0.350000063,-0.429300019,31.85
TXNB0000143,124722,-0.519429158,0.598577932,-0.812486107,0.308155372,2.103268075,-0.30097389,1.781812917,-0.269408919,-0.718891476,-0.800314034,0.484537081,-0.228286606,-0.991358936,-0.971138511,-1.375857153,0.035618973,0.40100379,0.933945189,-0.149867736,0.217404236,0.128613212,0.326950072,-0.084933209,0.067843936,0.110815931,-0.640450737,-0.036839361,-0.005787708,111.28
TXNB0000144,124723,-2.038576115,0.233696105,-0.914414676,-0.5616779,1.912307003,-0.378831364,-0.028905917,0.297816518,-0.03696614,-0.822667068,0.378515477,1.138528845,1.335432614,-1.07346224,-0.585184679,0.650673881,-0.049586767,0.94293609,0.232965171,-0.527853904,-0.043456769,0.201398957,-1.062762608,-0.188494041,-0.494862572,-0.527147981,-0.362238625,-0.85396588,9.18
TXNB0000145,124723,2.037448636,0.43838332,-1.796635917,1.210560871,0.770149754,-1.173605386,0.844327709,-0.503064389,-0.356426538,0.324878259,-0.220634967,0.842033607,0.931861929,0.607050626,0.1267658,-0.598592681,-0.339589767,-0.724883734,-0.586800512,-0.192815429,0.160512101,0.586485064,0.054956708,1.115775144,0.465081216,-0.541686582,-0.027230351,-0.049990019,10
TXNB0000146,124724,2.050561089,-0.876265823,-1.183599206,-0.516447811,-0.96760016,-1.04442065,-0.870432897,-0.133252557,0.193537648,0.084442989,-0.608829452,-1.243008405,-0.616653469,-1.939965755,0.43735018,1.750808326,1.371922335,-0.294513054,0.245627995,0.084392385,0.250679402,0.665564679,0.051505293,-0.228408426,-0.176832865,-0.083401585,0.013963521,-0.005769372,69
TXNB0000147,124724,-0.686543318,-0.725399053,1.127285075,-2.811132437,0.504294567,-1.698754883,0.006026346,-0.435729085,1.935376945,-1.646199151,-0.395117328,1.085400402,1.130131794,-0.518798515,1.388680598,-0.709703955,-0.642684895,0.419836427,0.546647077,-0.134510416,0.202348368,1.046453147,-0.48179306,0.131048514,0.273144027,-0.776344244,-0.090925962,-0.277556687,19.8
TXNB0000148,124725,-0.106032098,1.021274079,-2.388759392,-1.219603603,2.878167848,3.094898501,-0.009149746,1.188202542,-0.331322777,-1.088345905,0.110605211,-0.15666406,-0.235600699,-0.420804525,1.087987339,0.119824282,0.594656627,0.658205612,-0.326303663,-0.179453374,0.351621349,0.854875376,-0.096362426,0.624921325,-0.319516752,-0.144751947,-0.115717695,0.030303928,5.89
TXNB0000149,124725,1.952819012,-1.108360495,-0.532307675,-0.379013158,-1.052129624,-0.055873003,-0.981905024,0.188208448,0.126116094,0.834314377,0.420594284,0.033347681,-1.311614523,0.382533034,0.005912151,-1.047494893,-0.438411604,1.79804738,-0.517891717,-0.581788268,-0.524218264,-1.185909351,0.471540092,0.626386761,-0.640572744,-0.718092389,0.026179116,-0.023002491,65.04
TXNB0000150,124725,2.017152387,-0.018534415,-1.211104202,0.21409691,0.264507438,-0.485856965,0.121570867,-0.134639184,0.372492981,0.042336969,1.075349832,1.566887758,0.613368159,0.393151684,-0.56220752,-0.164840405,-0.604113592,-0.225584461,0.464783345,-0.173485215,-0.20179124,-0.456975483,0.315551079,0.74744385,-0.107498789,-0.641624151,-0.01422496,-0.051096863,1
TXNB0000151,124725,2.296234338,-1.370281002,-0.761503406,-1.588262635,-1.238517085,-0.418642151,-1.259447033,-0.1520758,-1.125987181,1.530275275,-1.046726122,-0.530704742,1.088800189,-0.684161511,-0.084624821,-0.408199752,0.34246058,0.009403672,-0.167647406,-0.365908276,-0.150517901,0.091863944,0.273934799,0.657476815,-0.229003079,-0.207001895,0.025401433,-0.037232932,15.8
TXNB0000152,124726,-0.524518171,1.032425922,-0.554735398,-0.049462015,0.96682027,-0.596720204,1.133471454,0.284887607,-0.879802552,-0.719651855,-0.023353584,0.644272958,-0.48823179,0.87627045,-1.917855774,-0.03130805,-0.653059203,0.086581375,-0.554975722,-0.309845303,0.168721044,0.325302722,-0.302247017,-0.481907622,0.791620486,-0.569892125,-0.18718394,-0.157993266,39.6
TXNB0000153,124726,-0.299942777,1.205235215,-0.073018763,-0.569074062,0.237592145,-1.101372523,0.771381949,0.138967274,-0.431989211,-0.682226102,-0.879733716,1.05520385,1.547998468,0.133755984,-0.59815874,-0.020872709,-0.346603651,-0.867467411,-0.076870252,-0.038376552,-0.201644305,-0.474314022,0.114676183,0.007269562,-0.404694138,0.139450779,0.129174424,0.03745164,9.99
TXNB0000154,124726,-1.0597105,0.037056623,0.435287331,-1.35891926,-0.079917733,-0.429696783,0.086929344,0.635414256,0.220751884,-0.863817254,0.068411843,0.6255372,-0.68883858,0.357260233,-1.362711874,0.579677793,-0.498638057,-0.204857351,0.297098211,0.123074585,-0.229602604,-0.922636154,0.411701543,-0.408941856,-1.197338255,0.620033756,0.204411812,0.116039658,75.72
TXNB0000155,124726,-1.386339431,1.862477082,-2.983723532,-2.346032127,3.082433158,2.818148744,0.404072049,0.253199951,-0.018001304,0.421183898,-0.228989183,0.129589129,-0.433258062,1.023134534,0.235750373,-0.688971582,-0.284601305,-0.50542609,-0.368740881,0.100045192,0.980340388,0.461619288,0.009101942,0.72563806,-0.085387714,0.118371629,0.497965559,0.391638279,0.92
TXNB0000156,124726,-1.110843582,1.723243746,0.49530293,1.006120269,0.420924154,-1.002711517,1.119132763,0.125647005,-1.056206087,-0.332609172,-0.777756684,0.047675386,-0.394797174,0.7882261,-0.167994628,-1.232968637,0.608223781,-0.467547061,0.735195431,-0.022604417,0.089830113,0.361380439,-0.473474674,0.417377405,1.132964036,-0.202023721,0.033691742,0.045286076,4.7
TXNB0000157,124726,1.894469694,-0.76191039,-1.683783269,-0.081930727,0.196467243,0.117586603,-0.102629218,0.057770124,1.182476276,-0.040608903,-0.73003045,-0.096588024,-1.690559627,0.589261838,-0.631624125,0.120856498,-0.69053351,0.434867161,1.070647013,-0.105714585,-0.159088165,-0.528475817,-0.026455143,-1.47406405,-0.022082017,-0.022366852,-0.057074676,-0.067024375,104.02
TXNB0000158,124727,1.121501137,-2.616287564,-3.106834071,-1.255294116,1.115704559,3.595241211,-0.842018145,0.807016576,-0.156391344,-0.143086167,0.440150527,-0.709504402,0.130977768,-1.796910753,0.812281834,1.658039819,1.304075001,-0.471854377,-0.089837661,1.167897658,0.552123381,0.3881485,-0.314505762,0.630710736,-0.30277817,-0.122565121,-0.049711432,0.072617743,538
TXNB0000159,124727,-1.365917902,0.144032506,1.848203853,-0.190020816,0.458737693,1.383429737,0.900627597,0.463727237,-0.25543995,-1.233811242,-0.468852382,0.042253575,-0.018823315,-0.041193916,1.013462596,-0.27318779,-0.136031773,-0.930367513,-2.485543678,0.163725186,0.426553993,0.979572813,0.012180516,-1.071370708,0.636808792,-0.430528951,0.052291649,0.070288512,181.9
TXNB0000160,124727,1.783075772,0.220809442,-0.879021143,3.794955222,0.183995824,-0.376966733,0.246844438,-0.096426624,-0.797322808,1.557651592,-1.459166805,-1.434509839,-1.914865751,0.80168545,-0.002291221,1.008703361,-0.791579735,0.013058812,-1.82372261,-0.255595406,0.27052396,0.519649781,0.012139424,-0.144075609,0.008595238,0.144516154,-0.068021883,-0.042195759,86
TXNB0000161,124728,1.594502029,-1.550287113,-1.695808773,-0.129586201,-0.780703508,-1.017099074,0.228983682,-0.384930269,-0.562809097,0.777821361,-0.823693773,-0.307751093,-0.586536372,0.475882777,-0.056338803,-1.771352654,0.210111621,0.56825277,-0.806388294,-0.050793875,-0.336492308,-1.120234404,0.130884413,1.126495428,-0.385910444,0.392792988,-0.13524075,-0.003380442,306
TXNB0000162,124728,2.099443593,-0.018975727,-1.341162298,0.249906549,0.272668479,-0.793238242,0.243774949,-0.347176736,0.442155652,0.04304127,-1.194684484,0.72360431,1.150392641,0.043513818,-0.014450083,0.05194486,-0.594202303,-0.761170833,0.398049455,-0.127339832,-0.319778799,-0.75073334,0.237633587,-0.628011689,-0.17586073,0.234882711,-0.066532697,-0.063771284,8.13
TXNB0000163,124728,-2.337707435,-0.13484175,-0.404951714,-0.747399836,2.000257837,1.785015276,-0.459398138,0.191052171,-0.448989076,-0.546513721,0.907021559,0.519534366,-0.718837872,0.925622698,0.644993511,-0.795086739,0.517439229,-1.130744065,-1.337523328,-0.713159591,1.230912233,1.099154985,-0.615323513,-1.059140855,0.017027568,0.689855277,-0.135825441,-0.003704685,30
TXNB0000164,124729,0.024873814,0.861692186,1.398867636,0.906396816,-0.278319198,0.895100449,-0.536353873,-0.6569372,0.243516167,-0.102284839,-0.865258474,0.760961189,2.026200308,-0.482716671,1.960932284,-0.649784585,0.115707794,0.723221836,2.48554456,0.180940753,0.959017847,0.634035088,0.106753222,0.528304389,-1.047752393,-0.073143107,0.373951029,0.256224785,5.33
TXNB0000165,124730,-4.910866603,-11.05280867,-2.632094337,6.901271187,-4.830300623,1.191094466,3.450372294,-0.556633986,-0.088568761,-0.193580515,-0.885753973,-0.961848272,-1.540392934,0.789122775,0.595639567,1.983024861,-0.615193814,1.0890649,-3.412088096,6.601505624,2.350534465,-1.110811669,-2.641576456,1.010232004,-1.962979057,-0.446524715,-0.617898305,0.589120181,3460.56
TXNB0000166,124730,2.060632742,-0.319255321,-3.426244134,-0.79487084,2.858419441,2.920579119,0.08038944,0.55105788,0.030595955,0.162500383,-0.066728131,0.232302765,-0.357431964,0.795657598,0.098860178,-0.71146729,-0.154449819,-0.916725781,0.029599354,-0.112904366,0.107245771,0.33905903,-0.008229287,0.792000438,0.378260779,0.845751797,-0.107846415,-0.088977034,27.99
TXNB0000167,124730,-0.788527539,1.408154222,-0.728776378,-0.619451108,1.27581302,-0.91548685,1.162743704,0.236313498,-1.338491277,-1.343178446,0.984294421,0.355712883,-0.404220513,-0.325234249,-1.141602891,0.09925974,0.808158935,0.488096439,0.170205421,-0.106314927,0.107435972,0.135768246,-0.562373059,0.734290577,1.271694288,0.793528842,-0.292493204,-0.152748944,9
TXNB0000168,124730,-0.060356718,0.934265195,-1.468949119,0.013532207,0.998395128,-0.411834635,0.750973718,0.082659703,-2.145955054,0.809397338,-1.745581891,-0.055350531,1.378508721,0.714563694,0.093704519,-2.130613845,-0.037905014,1.325674454,-0.072905546,-0.312274551,-0.072671549,0.329029562,0.028067636,0.01534407,-0.712061239,-0.503720019,0.430050007,0.257205937,25
TXNB0000169,124730,-0.624487776,1.479498056,-1.895053182,0.783324797,1.228060913,-0.491340473,0.768056693,0.445704279,-1.269460527,-0.300433159,-1.747779626,0.275127199,0.968362545,1.224618608,0.247189164,-0.469358847,-0.137888975,0.056194069,0.740751723,-0.216049543,0.379350143,0.866665618,-0.10862335,0.012489624,-0.674706327,-0.531920553,-0.073267049,0.088072406,25
TXNB0000170,124730,2.296579495,-1.586868975,-2.35178943,-2.604366384,1.17588547,3.429416009,-1.635632634,0.800972991,-1.402685382,1.598325243,-0.219574455,-0.722842596,0.313656912,-0.207321616,0.186471624,-0.709364815,0.435399485,-0.289080958,-0.256616302,-0.37422479,-0.173025201,-0.070651459,0.272543707,0.686638134,-0.126418765,-0.139768477,0.02960656,-0.058601784,10
TXNB0000171,124732,-1.722016571,1.69234039,-0.712519506,-2.980084541,0.873142289,-0.078317874,0.414860229,-0.172715542,-0.119583457,-0.835247902,-0.163700577,1.1644328,0.927181642,0.456342366,-1.213719556,0.884385051,-1.208878976,-0.049218942,-0.168495992,-0.173800469,0.486905489,-1.089182428,-0.028446489,-0.339695848,0.155880128,0.356333919,-0.18415933,-0.1306913,4
TXNB0000172,124733,-0.24279357,0.50663242,0.038807961,-0.292722329,0.721357873,-0.018204135,0.754257112,-0.149180268,0.759399265,-0.563859787,0.532120321,0.393352406,-1.150110962,-1.647316145,-2.508327621,-0.218032028,0.738396612,0.036004147,0.558773606,-0.205681605,-0.358336945,-0.720214052,0.143531331,0.661793732,-0.463311239,0.091080703,-0.580048804,-0.161751286,18.7
TXNB0000173,124733,1.889147247,-1.128682123,-0.895515482,-0.731928721,0.049636258,1.844342321,-1.121791779,0.557785914,-0.09855956,0.653102626,0.703212024,0.974149218,0.523384145,0.070234756,0.629428618,-1.791011647,0.023121573,0.474260069,-1.321824409,-0.552075259,-0.47450527,-0.834101802,0.449965601,-1.034611625,-0.696505531,-0.58602231,0.087624149,-0.03834052,59.13
TXNB0000174,124734,0.311267447,0.838256484,0.206927497,0.826672321,0.511899681,-0.061229591,0.890305952,-0.97838589,0.364066194,1.866297166,1.087755345,0.262251656,0.003160631,-0.361945456,0.725400825,-1.15398565,-0.083765077,0.054901924,3.122660296,0.292348821,-0.21685279,-0.322776315,0.061767419,-0.321182847,-0.982715192,0.393227443,-1.475691601,-0.718896754,1.79
TXNB0000175,124734,-0.454469812,-0.056241129,1.746353949,-0.983871449,-0.033793158,0.311151841,0.168463025,0.118213047,-0.946603139,0.410836985,0.110780439,-0.698590713,-1.385223885,0.010373293,-0.55474514,-0.663388648,-1.08619368,2.480551536,-1.856784351,-0.531628353,-0.068823772,0.255205201,-0.144391767,0.653749089,-0.152896154,-0.736072904,-0.004494129,-0.06899121,35
TXNB0000176,124734,-2.282912015,2.118733001,-1.173733514,-2.995294885,0.533289831,-0.162566263,0.024426928,0.269053202,-0.095926922,-0.747284879,-0.289388865,1.336592789,0.988334394,0.703073658,-1.238666211,0.983183928,-1.048111852,-0.027804889,-0.204012522,-0.150648083,0.501350966,-1.124227583,0.026977305,-0.34438783,0.228589375,0.36275338,-0.207301622,-0.130975358,1
TXNB0000177,124735,2.044173307,0.337590325,-1.558132107,1.374245477,0.534499286,-1.125713262,0.710897088,-0.481855262,0.031747785,0.228487909,-0.779860396,0.924396052,0.864390527,0.307430933,-0.643500295,-0.79339437,-0.191360258,-0.800671558,-0.22885788,-0.244963007,0.058321434,0.470760401,-0.008680513,0.022853534,0.499051241,-0.492445015,-0.005840198,-0.060919881,1
TXNB0000178,124735,2.101653091,-1.119261294,-0.36620014,-0.924746857,-1.086760077,-0.043888331,-1.247683571,0.074074714,0.025837454,0.84473096,0.56696784,0.428932325,0.76331599,-0.583786928,-0.623701784,1.398587159,-0.214920897,-0.572292516,0.784804954,0.042740816,0.419705891,1.323141673,0.044023969,-0.401805712,-0.135439313,-0.027437683,0.024549428,-0.056697104,23
TXNB0000179,124736,-1.830678977,-1.05631198,0.406215801,-2.116278436,1.326519089,-1.227909435,0.847477679,-0.320949203,-1.582906027,-0.18093648,-1.023786417,-1.028889991,0.216513162,-0.17583401,-0.557061749,0.914227592,-0.039081362,-1.414009207,0.305212431,-0.088489272,0.189172927,0.69748638,0.508234869,0.607656105,1.435157556,0.026506621,-0.014454735,-0.07081654,68
TXNB0000180,124736,0.990965652,-2.71749001,-3.215570811,-0.290394029,-0.665947133,-1.638019603,1.248702599,-0.755282934,-0.826471503,0.680349061,-1.059234544,-1.720531378,-1.99627275,0.994731539,-0.185028735,0.199565472,0.721654347,-1.448993136,0.502026701,1.161924802,0.863855293,0.964671336,-0.800306655,-0.000461268,0.4438691,0.242507629,-0.232639339,0.018657106,685.1
TXNB0000181,124737,1.445283618,-1.302409084,-0.682699201,0.517069979,-0.989966055,-0.586708887,-0.148701693,-0.211232937,0.964407962,-0.093890844,-0.829658858,0.506156399,0.824671531,-0.135255498,0.860676664,0.586732446,-0.717530627,0.096039086,-0.422075511,0.464420714,0.355212925,0.519823479,-0.095359547,-0.026346233,-0.421878831,0.625124918,-0.088413702,0.003303981,305.58
TXNB0000182,124737,-2.751752192,2.746733382,-1.071444541,-1.511329326,0.140129648,-0.704142392,0.982844754,-0.077196736,2.458515156,3.900051009,0.55708519,0.079707391,-1.113334982,-0.657357102,-0.710517291,-0.078105438,-1.021498408,-0.201183118,0.037578222,1.540986715,-0.734515611,-0.83452936,0.080581676,-0.577158806,0.073668909,0.124645846,0.84910747,0.166492663,10.77
TXNB0000183,124737,1.766660314,-0.903791042,-0.763078219,0.251231428,-0.600683925,-0.157335978,-0.495607659,0.002321735,1.158505187,0.005692499,-1.193693058,-0.218450698,-0.3252919,0.038153945,1.025800339,0.695830243,-0.7382124,0.296813978,-0.291714345,0.108449392,0.231040492,0.419280818,0.071759099,0.515936489,-0.36403983,0.621435547,-0.071870625,-0.020890889,150
TXNB0000184,124737,2.131350885,-0.797263083,-1.623584062,-0.948189761,-0.170788826,0.005531469,-0.929515652,0.017275406,-0.192687574,0.222737431,0.237243733,-0.211788949,0.911936275,-2.1000853,-0.330177469,2.234838609,0.596768479,0.423027939,0.991729825,0.186192792,0.226749157,0.678205749,-0.11188652,-1.466572606,0.010379915,-0.027854752,0.021308735,-0.028620809,49.99
TXNB0000185,124737,2.083841944,0.072693135,-2.316735379,0.160443946,0.760883249,-1.228182702,0.774419081,-0.452435634,0.37734909,-0.041749499,-0.855420816,-0.116167351,-0.799489753,0.995504102,0.600563248,-0.746464834,-0.262379117,-0.30406422,0.031859106,-0.247521518,0.171107504,0.548847659,-0.060493989,0.611388018,0.577720751,-0.438792477,-0.045959667,-0.062172471,25
TXNB0000186,124737,-0.466543635,0.450748273,0.299068341,-0.585742273,0.689854318,-1.016406454,0.816771626,-0.111986317,-0.255378689,-0.118334921,0.915342158,1.012367472,0.215990516,0.212907551,-1.107419308,0.066629602,-0.659245002,-0.312526055,0.20756035,-0.086446694,-0.210447092,-0.384859824,0.425448221,0.070634723,-0.444102156,0.116639357,0.161031861,0.047407185,0.69
TXNB0000187,124738,1.748468176,-0.248195822,-1.477945746,1.461342551,0.11011742,-1.031634072,0.648545765,-0.377138877,0.274990491,0.194130586,-0.905464322,0.21483073,-0.397486542,0.57918239,-0.108438455,-0.416280456,-0.258434173,-0.592586212,-0.322827417,-0.027111862,-0.002370789,-0.166056193,0.025526958,-0.043485135,0.130282016,-0.705900817,-0.03003136,-0.029197882,145.63
TXNB0000188,124740,-0.871232734,1.169619219,0.754948844,-0.807102833,1.306294719,-0.683013042,1.316225577,-0.314292633,-0.277530009,-0.855054605,-0.599921387,-0.463759466,-0.225365334,-1.203212263,-0.015772855,0.178767953,0.365147423,-0.194762922,0.001418981,0.160399881,-0.45219035,-1.087536177,-0.36210512,0.570587771,0.554348143,0.268449807,-0.073535416,-0.098648975,6.99
TXNB0000189,124741,-0.664474236,-0.48902916,0.930981769,-2.384426741,0.123529184,-0.003225546,-0.185429436,0.167666776,-0.346972555,-0.119181614,-2.009583116,-2.147960038,-1.718440499,-0.31670213,-0.167092938,1.589711416,-0.264443431,-0.640411297,0.048092962,-0.086604153,0.333411937,0.768679949,-0.182891258,0.0028749,0.038305824,-0.172460087,-0.028770606,0.159693901,36
TXNB0000190,124741,-3.62042472,-4.119980559,-0.821231754,0.372673999,1.206432369,-1.365436912,0.449591782,0.44283696,0.197663964,-1.526777013,-1.589006129,0.112665703,-0.372718021,0.605723549,-0.41422716,-0.123339649,-0.068816706,-0.035703956,0.067382795,1.800061604,0.477591776,-0.741733104,1.023252018,0.540909138,0.410414359,-0.153162543,-0.272155392,-0.587195782,500.74
TXNB0000191,124741,1.962284028,-0.276029273,-0.896483633,0.162055926,-0.405280899,-0.454327824,-0.631306136,0.161360262,1.247198773,-0.507409417,0.814945394,0.164713276,-1.36119543,-0.838483506,0.325348681,0.904680857,0.215189557,0.944733039,0.198638626,-0.248716042,-0.241215171,-0.624217995,0.33986007,-0.564228745,-0.54809787,-0.272784849,0.014455278,-0.026035386,6.01
TXNB0000192,124742,-3.642734173,-2.462523509,-1.124475105,-0.274585562,3.203390665,-0.23059651,1.628399357,-0.214829939,-0.654544339,-0.622023077,0.834939287,0.196084916,-0.960389346,1.083308874,0.213349185,-1.469497422,0.206597912,-0.826754781,-0.15894228,-0.805076482,0.157456461,1.256180533,-0.098206824,-1.528487548,1.75635906,0.084003261,-0.028609429,0.424656092,330
TXNB0000193,124743,-2.992303924,-2.938983874,-2.906527233,0.768490464,3.798548363,-2.826610847,-0.69487643,0.093036518,-0.075437279,0.301635273,0.018157966,0.450698055,-1.048565239,1.721676392,-0.514965086,-0.858009767,-0.145222153,0.590587256,1.188172395,-0.371576418,0.506140834,1.382903259,-1.474293278,0.560700209,-1.384994265,-0.460239743,1.070793618,-0.767610762,18.11
